member_id,region,num_profiles,num_kids,device_mix,num_devices,view_hours_30d,titles_started,titles_completed,titles_abandoned,completion_rate,active_days_30d,thumbs_up,my_list_saves,kids_content_hours,tenure_months,churned
M001649,Latin America,2,0,mobile_only,1,34.0,9,8,1,0.889,2,5,7,0.6,10,1
M001650,Latin America,2,0,mobile_only,1,26.5,13,6,7,0.462,4,2,7,1.3,7,1
M001651,North America,2,0,multi_device,3,19.4,6,4,2,0.667,15,4,5,0.0,35,0
M001652,North America,2,0,tv_only,1,12.8,14,7,7,0.5,13,6,5,0.2,55,0
M001653,North America,1,0,mobile_only,1,7.1,16,8,8,0.5,17,6,7,3.8,10,1
M001654,North America,2,3,multi_device,3,12.8,11,5,6,0.455,22,4,4,36.8,23,0
M001655,North America,1,2,multi_device,4,19.3,11,5,6,0.455,26,5,8,32.8,60,0
M001656,Asia Pacific,1,0,tv_only,1,20.6,10,8,2,0.8,18,5,9,2.8,79,0
M001657,Europe,4,1,multi_device,2,105.8,11,5,6,0.455,20,4,2,23.7,43,0
M001658,North America,3,0,mobile_only,1,45.2,15,11,4,0.733,29,5,8,0.0,60,0
M001659,North America,3,0,multi_device,3,32.9,13,8,5,0.615,28,2,5,0.4,35,0
M001660,Europe,2,0,tv_only,1,38.9,14,8,6,0.571,9,3,7,0.0,108,0
M001661,Europe,4,1,multi_device,2,92.2,16,7,9,0.438,5,7,3,9.7,86,0
M001662,Europe,3,0,multi_device,3,15.8,15,14,1,0.933,30,0,9,1.8,56,0
M001663,Asia Pacific,3,2,multi_device,2,70.9,11,3,8,0.273,4,4,9,12.4,43,0
M001664,Europe,2,1,mobile_only,1,2.6,10,8,2,0.8,14,4,11,28.7,4,1
M001665,Asia Pacific,5,0,multi_device,3,22.5,10,3,7,0.3,25,4,6,0.8,119,0
M001666,Latin America,4,0,mobile_only,1,11.5,9,4,5,0.444,17,6,3,0.3,84,0
M001667,North America,4,1,multi_device,3,6.7,14,7,7,0.5,28,3,3,3.6,120,0
M001668,Asia Pacific,1,2,multi_device,2,59.8,8,4,4,0.5,15,4,7,18.0,50,0
M001669,North America,2,1,multi_device,4,22.3,14,10,4,0.714,16,6,4,17.5,54,0
M001670,Latin America,2,0,multi_device,2,19.7,7,3,4,0.429,3,3,6,0.4,39,0
M001671,North America,2,1,multi_device,2,22.5,12,5,7,0.417,13,4,6,30.8,72,0
M001672,Asia Pacific,4,0,web_only,1,28.6,8,7,1,0.875,9,1,7,0.3,80,0
M001673,Asia Pacific,1,3,tv_only,1,14.1,9,6,3,0.667,2,2,2,25.0,86,0
M001674,Latin America,1,1,web_only,1,6.6,12,4,8,0.333,23,4,7,20.0,33,0
M001675,Latin America,2,1,multi_device,3,25.1,11,4,7,0.364,16,2,5,17.5,77,0
M001676,North America,1,0,multi_device,4,28.8,8,5,3,0.625,1,6,4,0.0,27,0
M001677,North America,1,1,multi_device,3,62.7,13,6,7,0.462,28,7,3,30.6,33,0
M001678,Europe,3,0,multi_device,3,24.4,13,7,6,0.538,8,1,8,1.1,81,0
M001679,North America,3,0,multi_device,4,27.6,7,6,1,0.857,4,4,7,0.9,54,0
M001680,Latin America,1,0,web_only,1,12.1,17,16,1,0.941,27,3,5,0.9,39,0
M001681,North America,2,2,tv_only,1,12.1,12,6,6,0.5,2,2,14,7.8,99,0
M001682,Asia Pacific,2,1,multi_device,4,33.1,14,10,4,0.714,24,5,7,13.1,89,0
M001683,Europe,1,0,web_only,1,41.8,16,13,3,0.812,22,9,12,0.4,79,0
M001684,Latin America,3,2,mobile_only,1,50.5,11,3,8,0.273,15,2,4,4.8,21,1
M001685,North America,3,0,tv_only,1,31.8,18,4,14,0.222,24,5,10,0.0,25,0
M001686,Asia Pacific,3,0,multi_device,3,14.1,18,7,11,0.389,30,4,6,1.2,60,0
M001687,Asia Pacific,3,0,mobile_only,1,7.3,7,6,1,0.857,5,3,5,1.9,21,0
M001688,Europe,1,1,multi_device,2,11.3,9,4,5,0.444,27,0,8,1.7,113,0
M001689,Europe,5,0,multi_device,4,31.8,14,5,9,0.357,1,4,1,2.0,9,1
M001690,Latin America,4,0,multi_device,4,8.1,15,9,6,0.6,21,3,2,2.9,92,0
M001691,North America,4,1,multi_device,4,11.6,14,8,6,0.571,21,4,10,14.1,48,0
M001692,Europe,1,0,multi_device,3,15.4,11,7,4,0.636,17,4,2,0.4,111,0
M001693,North America,4,2,web_only,1,36.8,15,12,3,0.8,26,5,2,31.4,37,0
M001694,North America,4,0,mobile_only,1,57.1,14,8,6,0.571,3,5,9,0.5,46,0
M001695,North America,4,2,multi_device,4,26.8,15,12,3,0.8,23,6,5,41.1,50,0
M001696,North America,1,1,web_only,1,30.4,13,8,5,0.615,23,5,3,17.3,21,0
M001697,North America,3,1,multi_device,4,24.9,14,2,12,0.143,26,3,7,32.7,56,0
M001698,North America,5,0,multi_device,3,22.7,12,9,3,0.75,14,5,8,0.8,39,0
M001699,Asia Pacific,3,1,mobile_only,1,34.6,5,4,1,0.8,25,4,6,12.1,56,0
M001700,Europe,3,0,multi_device,4,22.8,12,7,5,0.583,21,6,9,0.1,67,0
M001701,Asia Pacific,4,2,multi_device,2,68.0,15,9,6,0.6,24,3,9,24.0,39,0
M001702,Europe,2,0,mobile_only,1,29.3,7,3,4,0.429,11,4,3,1.2,56,0
M001703,North America,3,0,multi_device,2,31.4,11,5,6,0.455,24,2,9,0.2,15,0
M001704,Europe,2,1,multi_device,2,25.4,15,5,10,0.333,14,3,9,18.4,46,0
M001705,Europe,4,1,web_only,1,43.3,15,6,9,0.4,24,2,4,5.4,44,0
M001706,North America,1,0,multi_device,3,15.0,7,5,2,0.714,9,5,9,0.0,105,0
M001707,Europe,2,2,mobile_only,1,12.1,8,4,4,0.5,2,4,3,8.2,24,0
M001708,North America,3,3,multi_device,4,39.6,15,10,5,0.667,6,7,4,15.0,94,0
M001709,Europe,3,1,mobile_only,1,29.2,10,7,3,0.7,25,4,7,7.9,73,0
M001710,Europe,3,0,multi_device,4,39.9,12,8,4,0.667,17,4,5,0.0,11,1
M001711,North America,4,1,multi_device,3,20.5,12,9,3,0.75,3,5,2,6.8,52,0
M001712,North America,4,0,multi_device,4,27.9,13,7,6,0.538,5,3,5,2.0,81,0
M001713,Latin America,1,0,multi_device,4,18.7,8,5,3,0.625,16,5,5,0.1,106,0
M001714,Europe,2,2,tv_only,1,24.5,11,7,4,0.636,23,5,6,55.2,50,0
M001715,North America,1,3,multi_device,4,7.5,13,5,8,0.385,29,1,6,10.3,81,0
M001716,Asia Pacific,2,2,multi_device,4,3.9,13,7,6,0.538,4,1,6,14.8,43,0
M001717,North America,2,0,multi_device,3,8.5,11,6,5,0.545,4,6,7,1.0,12,1
M001718,Latin America,4,0,mobile_only,1,42.6,16,3,13,0.188,29,8,4,0.7,89,1
M001719,Asia Pacific,4,0,multi_device,3,41.7,12,6,6,0.5,23,4,4,0.2,43,0
M001720,North America,1,0,multi_device,2,69.8,16,10,6,0.625,29,5,6,0.6,88,0
M001721,North America,1,0,multi_device,2,40.4,15,8,7,0.533,25,7,6,0.0,59,0
M001722,North America,3,0,multi_device,3,19.6,13,3,10,0.231,24,1,5,0.4,75,0
M001723,North America,2,1,tv_only,1,25.0,13,5,8,0.385,28,4,7,17.6,120,0
M001724,North America,2,1,multi_device,3,3.8,10,6,4,0.6,28,9,8,35.1,72,0
M001725,Latin America,4,1,web_only,1,19.7,16,6,10,0.375,3,2,5,9.8,55,0
M001726,North America,4,2,mobile_only,1,27.9,15,9,6,0.6,20,3,4,9.7,120,0
M001727,Europe,2,0,multi_device,4,47.9,9,8,1,0.889,13,4,7,0.1,60,0
M001728,Asia Pacific,4,0,multi_device,3,26.4,11,6,5,0.545,15,5,12,0.7,32,0
M001729,Latin America,2,2,tv_only,1,10.7,10,7,3,0.7,17,2,5,51.9,56,0
M001730,Europe,3,0,mobile_only,1,46.1,11,8,3,0.727,28,6,7,2.6,74,0
M001731,North America,2,1,tv_only,1,18.0,6,2,4,0.333,27,3,7,11.2,44,0
M001732,Europe,1,0,tv_only,1,14.0,14,8,6,0.571,11,0,8,2.0,9,1
M001733,Europe,4,0,mobile_only,1,24.1,11,7,4,0.636,6,3,4,0.0,86,0
M001734,Europe,2,1,tv_only,1,17.8,11,7,4,0.636,24,4,10,23.3,76,0
M001735,North America,3,2,tv_only,1,27.9,17,10,7,0.588,27,5,4,23.5,56,0
M001736,Asia Pacific,2,2,multi_device,2,38.4,8,3,5,0.375,10,2,5,8.7,57,0
M001737,Europe,1,0,multi_device,4,19.8,14,7,7,0.5,30,3,8,3.6,72,0
M001738,North America,1,0,tv_only,1,20.1,13,7,6,0.538,1,3,5,1.1,50,0
M001739,North America,2,2,multi_device,3,38.6,16,12,4,0.75,6,5,6,18.1,35,0
M001740,Europe,3,0,multi_device,3,38.6,13,7,6,0.538,23,4,6,1.1,81,0
M001741,Latin America,2,0,web_only,1,29.7,22,9,13,0.409,19,5,9,1.4,17,0
M001742,Latin America,3,2,web_only,1,23.2,15,3,12,0.2,21,8,4,16.2,16,0
M001743,Latin America,3,2,web_only,1,53.2,8,2,6,0.25,13,2,11,9.9,64,0
M001744,North America,3,2,tv_only,1,15.5,17,8,9,0.471,22,2,6,3.1,44,0
M001745,Europe,2,0,tv_only,1,38.9,12,8,4,0.667,7,5,4,0.0,26,0
M001746,Europe,4,0,multi_device,2,15.0,18,10,8,0.556,13,6,6,0.0,84,0
M001747,North America,2,2,multi_device,2,27.4,16,7,9,0.438,4,1,3,22.1,64,0
M001748,North America,2,0,multi_device,2,9.5,10,8,2,0.8,6,2,6,1.5,45,0
M001749,Latin America,1,2,tv_only,1,28.0,12,9,3,0.75,29,6,7,15.4,63,0
M001750,North America,2,0,multi_device,4,55.2,11,4,7,0.364,30,2,7,0.1,15,0
M001751,Europe,1,2,multi_device,4,44.5,9,4,5,0.444,25,1,4,16.9,53,0
M001752,North America,3,1,multi_device,4,5.2,17,14,3,0.824,29,4,6,11.0,25,0
M001753,North America,1,0,tv_only,1,53.8,19,16,3,0.842,15,5,6,0.0,34,0
M001754,North America,2,0,multi_device,3,17.4,12,8,4,0.667,12,7,7,0.8,19,0
M001755,Asia Pacific,3,1,multi_device,2,34.9,9,8,1,0.889,21,6,10,22.2,81,0
M001756,Latin America,2,1,multi_device,3,25.1,19,16,3,0.842,18,5,10,12.3,80,0
M001757,Asia Pacific,1,0,multi_device,3,16.4,10,8,2,0.8,25,8,5,0.2,45,0
M001758,Europe,1,2,mobile_only,1,32.4,8,6,2,0.75,6,4,2,22.5,41,0
M001759,North America,3,0,multi_device,2,16.9,10,4,6,0.4,27,3,6,1.4,68,0
M001760,Europe,1,0,mobile_only,1,40.0,8,7,1,0.875,5,2,7,0.0,53,0
M001761,Europe,2,0,multi_device,2,16.7,19,8,11,0.421,12,6,13,2.1,120,0
M001762,Latin America,2,2,tv_only,1,15.3,17,5,12,0.294,17,5,5,11.6,19,0
M001763,North America,3,0,web_only,1,40.6,8,3,5,0.375,29,1,7,0.1,36,0
M001764,Europe,3,0,multi_device,3,87.3,10,9,1,0.9,30,1,8,0.1,68,0
M001765,North America,4,2,multi_device,3,47.3,6,3,3,0.5,10,1,6,34.8,103,0
M001766,North America,1,0,web_only,1,43.1,16,8,8,0.5,22,3,4,0.0,58,0
M001767,Latin America,2,0,multi_device,3,25.8,15,5,10,0.333,27,7,8,1.0,45,0
M001768,Europe,2,0,multi_device,3,38.5,11,7,4,0.636,8,2,11,0.1,105,0
M001769,North America,1,1,mobile_only,1,19.8,15,10,5,0.667,16,2,8,28.0,87,0
M001770,North America,2,1,tv_only,1,60.6,12,8,4,0.667,28,5,6,13.8,21,0
M001771,Europe,2,2,multi_device,4,6.7,12,7,5,0.583,15,5,5,35.3,85,0
M001772,Latin America,2,2,mobile_only,1,25.0,11,7,4,0.636,23,10,6,6.9,46,0
M001773,Asia Pacific,3,1,web_only,1,21.1,13,8,5,0.615,21,5,10,23.8,40,0
M001774,Asia Pacific,2,1,mobile_only,1,25.9,11,3,8,0.273,21,3,6,25.0,76,0
M001775,Latin America,3,0,web_only,1,15.9,8,4,4,0.5,14,4,3,0.1,87,0
M001776,North America,2,0,multi_device,4,28.8,14,8,6,0.571,18,4,5,0.2,55,0
M001777,Latin America,2,1,web_only,1,15.5,18,7,11,0.389,16,4,9,34.2,82,0
M001778,Europe,2,2,mobile_only,1,18.8,8,4,4,0.5,28,5,8,18.3,10,1
M001779,North America,1,0,tv_only,1,35.7,11,5,6,0.455,8,4,3,0.9,48,0
M001780,Latin America,1,0,tv_only,1,104.8,17,8,9,0.471,23,7,8,0.1,47,0
M001781,North America,2,0,mobile_only,1,18.6,13,10,3,0.769,1,2,6,4.6,7,1
M001782,Asia Pacific,4,0,multi_device,3,32.4,14,9,5,0.643,7,6,4,0.3,33,0
M001783,Europe,3,0,multi_device,2,51.7,13,5,8,0.385,4,8,6,1.8,14,1
M001784,Europe,1,0,mobile_only,1,33.7,11,8,3,0.727,6,4,6,0.1,16,0
M001785,Europe,4,0,web_only,1,22.7,8,4,4,0.5,15,2,4,0.4,57,0
M001786,Asia Pacific,3,1,web_only,1,22.4,8,3,5,0.375,11,3,5,9.2,40,0
M001787,Europe,3,0,tv_only,1,54.0,9,8,1,0.889,10,7,3,3.7,8,1
M001788,Europe,4,1,multi_device,3,5.0,14,8,6,0.571,7,2,4,16.3,45,0
M001789,North America,2,2,tv_only,1,28.6,13,5,8,0.385,14,1,4,6.1,90,0
M001790,Europe,1,3,web_only,1,20.6,12,9,3,0.75,22,5,6,28.0,48,0
M001791,North America,2,1,multi_device,2,7.4,18,10,8,0.556,27,6,4,24.0,88,0
M001792,Latin America,2,0,mobile_only,1,26.8,10,9,1,0.9,6,5,7,0.0,56,0
M001793,Europe,2,3,multi_device,4,16.7,13,6,7,0.462,5,3,2,24.7,120,0
M001794,Latin America,3,1,web_only,1,11.6,19,14,5,0.737,26,2,6,49.9,45,0
M001795,North America,4,0,tv_only,1,57.9,12,11,1,0.917,20,2,7,0.4,30,0
M001796,North America,4,0,multi_device,4,13.2,13,6,7,0.462,15,2,8,4.1,35,0
M001797,Latin America,4,0,multi_device,4,10.8,9,5,4,0.556,18,3,8,0.0,82,0
M001798,North America,4,0,web_only,1,8.5,8,4,4,0.5,1,5,5,1.9,22,1
M001799,North America,4,0,multi_device,3,31.4,11,8,3,0.727,30,5,6,0.6,79,0
M001800,North America,1,2,multi_device,4,33.7,11,5,6,0.455,20,1,8,15.1,25,0
M001801,Asia Pacific,2,0,multi_device,3,86.4,15,11,4,0.733,28,6,12,0.2,120,0
M001802,Latin America,2,1,multi_device,2,20.9,11,6,5,0.545,11,2,10,19.0,78,0
M001803,North America,4,2,multi_device,2,18.5,11,7,4,0.636,1,5,4,7.6,37,0
M001804,North America,2,2,mobile_only,1,10.5,15,6,9,0.4,25,5,6,3.5,17,1
M001805,North America,3,2,multi_device,4,35.0,9,2,7,0.222,17,5,6,5.3,31,0
M001806,Latin America,1,3,tv_only,1,8.2,14,11,3,0.786,27,4,3,19.0,111,0
M001807,Europe,2,0,mobile_only,1,16.6,9,7,2,0.778,26,3,9,1.1,85,0
M001808,North America,3,3,multi_device,2,30.3,10,7,3,0.7,21,6,6,34.7,33,0
M001809,North America,1,1,multi_device,4,17.1,15,5,10,0.333,18,4,6,13.4,38,0
M001810,North America,2,0,web_only,1,16.7,13,6,7,0.462,6,3,6,0.6,90,0
M001811,Europe,2,1,multi_device,4,14.6,9,7,2,0.778,24,2,7,35.1,73,0
M001812,Latin America,2,1,web_only,1,60.0,7,5,2,0.714,18,6,8,21.9,36,0
M001813,North America,3,2,web_only,1,16.0,10,4,6,0.4,7,9,4,7.3,45,0
M001814,North America,2,0,tv_only,1,35.3,9,5,4,0.556,15,3,4,1.5,19,1
M001815,North America,3,1,tv_only,1,15.3,10,2,8,0.2,15,9,7,2.4,28,0
M001816,Asia Pacific,1,0,tv_only,1,18.3,19,13,6,0.684,4,3,3,0.1,97,0
M001817,North America,4,0,multi_device,4,26.1,16,5,11,0.312,26,5,8,0.7,16,0
M001818,Latin America,2,0,mobile_only,1,56.7,10,4,6,0.4,20,8,7,0.5,68,0
M001819,Europe,3,0,mobile_only,1,3.9,13,9,4,0.692,6,0,6,0.6,38,0
M001820,North America,3,2,multi_device,2,52.5,14,6,8,0.429,27,5,5,19.3,26,0
M001821,North America,1,0,multi_device,2,13.1,12,5,7,0.417,8,2,6,0.5,77,0
M001822,North America,4,0,web_only,1,28.4,10,8,2,0.8,7,5,5,0.5,29,0
M001823,Europe,3,0,mobile_only,1,24.2,12,2,10,0.167,22,3,7,1.0,9,1
M001824,Latin America,2,0,web_only,1,9.7,12,2,10,0.167,5,4,6,0.0,43,0
M001825,Europe,1,0,multi_device,2,16.8,12,6,6,0.5,6,3,8,0.3,5,1
M001826,Europe,4,0,multi_device,4,24.2,10,4,6,0.4,7,6,7,0.6,8,1
M001827,North America,3,1,multi_device,4,9.0,14,10,4,0.714,9,8,4,3.3,77,0
M001828,Asia Pacific,1,0,mobile_only,1,45.8,17,11,6,0.647,2,2,6,0.0,48,0
M001829,Latin America,2,0,multi_device,3,26.2,14,6,8,0.429,16,5,9,0.0,30,0
M001830,North America,4,0,tv_only,1,17.3,11,3,8,0.273,2,5,3,5.4,21,1
M001831,Asia Pacific,3,1,tv_only,1,20.1,17,14,3,0.824,28,7,2,9.2,37,0
M001832,Europe,3,0,tv_only,1,45.6,8,7,1,0.875,9,4,12,0.6,63,0
M001833,Europe,2,1,multi_device,2,52.3,15,5,10,0.333,30,6,8,9.8,113,0
M001834,Latin America,3,2,multi_device,3,13.8,12,4,8,0.333,6,5,5,31.7,12,1
M001835,Latin America,2,1,multi_device,4,10.4,9,4,5,0.444,9,6,9,4.9,43,0
M001836,Europe,1,0,multi_device,2,38.3,15,11,4,0.733,26,6,6,2.7,31,0
M001837,North America,3,1,tv_only,1,11.5,12,6,6,0.5,8,4,4,3.1,6,1
M001838,North America,5,1,web_only,1,33.8,16,12,4,0.75,27,4,6,32.3,11,1
M001839,Asia Pacific,2,0,multi_device,2,12.7,15,11,4,0.733,8,5,3,0.0,43,0
M001840,North America,2,2,multi_device,4,12.7,12,4,8,0.333,5,5,6,28.5,72,0
M001841,North America,3,2,multi_device,3,7.3,10,4,6,0.4,14,3,2,7.1,39,0
M001842,Europe,2,2,tv_only,1,73.3,13,8,5,0.615,9,6,5,5.6,65,0
M001843,Europe,4,2,multi_device,3,52.5,11,4,7,0.364,11,4,5,44.7,20,0
M001844,Europe,3,1,web_only,1,20.7,15,7,8,0.467,2,3,6,18.3,20,0
M001845,Asia Pacific,1,1,multi_device,2,29.3,18,4,14,0.222,25,4,5,6.3,64,0
M001846,North America,5,1,web_only,1,28.8,9,6,3,0.667,9,3,5,9.1,33,0
M001847,North America,3,2,multi_device,2,74.1,11,3,8,0.273,3,4,3,10.0,40,1
M001848,North America,4,1,mobile_only,1,32.7,17,5,12,0.294,25,4,5,19.8,65,0
M001849,Asia Pacific,3,0,multi_device,3,43.0,20,12,8,0.6,27,3,9,0.5,91,0
M001850,Europe,4,0,multi_device,4,57.7,3,2,1,0.667,6,6,6,2.4,12,0
M001851,North America,1,2,mobile_only,1,13.6,9,8,1,0.889,27,2,4,5.9,19,0
M001852,Latin America,2,0,mobile_only,1,15.3,8,6,2,0.75,30,5,4,0.2,37,0
M001853,Asia Pacific,4,1,multi_device,3,52.4,15,7,8,0.467,19,3,6,27.6,24,0
M001854,Latin America,1,3,mobile_only,1,20.2,6,4,2,0.667,10,1,4,9.1,31,0
M001855,Asia Pacific,1,1,tv_only,1,12.2,9,8,1,0.889,2,5,5,13.8,101,0
M001856,North America,3,3,multi_device,4,27.7,14,10,4,0.714,21,3,3,12.5,19,0
M001857,Latin America,4,1,multi_device,4,51.4,8,3,5,0.375,18,2,7,12.6,34,0
M001858,Europe,1,0,tv_only,1,78.8,15,3,12,0.2,27,1,11,0.6,38,0
M001859,Latin America,4,2,multi_device,4,65.2,11,6,5,0.545,8,4,5,3.1,84,0
M001860,Latin America,3,0,multi_device,2,3.0,10,9,1,0.9,24,1,4,3.7,39,0
M001861,Latin America,2,0,multi_device,2,20.7,9,7,2,0.778,23,4,2,0.5,41,0
M001862,Europe,4,0,multi_device,3,9.9,7,3,4,0.429,9,6,8,5.6,63,0
M001863,North America,2,0,multi_device,3,14.1,12,5,7,0.417,29,3,3,0.4,22,0
M001864,Europe,1,0,tv_only,1,28.4,8,3,5,0.375,21,5,3,0.7,59,0
M001865,Asia Pacific,2,0,multi_device,4,28.2,7,4,3,0.571,17,4,3,9.1,62,0
M001866,Asia Pacific,2,1,mobile_only,1,3.1,12,9,3,0.75,2,3,7,4.7,10,1
M001867,North America,2,2,mobile_only,1,14.2,6,4,2,0.667,29,7,10,5.2,86,0
M001868,North America,4,0,multi_device,2,67.9,10,7,3,0.7,9,3,7,2.0,49,0
M001869,North America,3,0,mobile_only,1,8.2,13,7,6,0.538,2,1,8,0.8,51,0
M001870,Latin America,3,1,multi_device,4,51.5,8,3,5,0.375,27,3,12,43.3,87,0
M001871,Latin America,3,1,multi_device,3,17.5,19,16,3,0.842,15,2,7,18.6,94,0
M001872,North America,1,2,tv_only,1,25.0,9,8,1,0.889,28,0,9,20.8,55,0
M001873,Europe,1,0,mobile_only,1,55.6,7,5,2,0.714,3,6,7,0.4,75,0
M001874,Latin America,4,2,multi_device,3,21.4,6,4,2,0.667,21,4,4,34.6,65,0
M001875,Latin America,1,0,multi_device,3,70.6,9,3,6,0.333,8,3,3,0.2,29,0
M001876,Europe,1,1,multi_device,2,8.0,12,11,1,0.917,26,2,6,22.1,29,0
M001877,Europe,3,0,multi_device,3,45.1,10,4,6,0.4,28,4,7,1.4,80,0
M001878,Europe,2,0,tv_only,1,41.6,12,3,9,0.25,7,5,7,0.5,19,1
M001879,North America,4,0,mobile_only,1,65.7,12,7,5,0.583,26,3,8,0.0,54,0
M001880,Europe,2,0,multi_device,4,37.1,15,11,4,0.733,13,5,6,0.4,12,0
M001881,Latin America,1,0,tv_only,1,23.0,22,14,8,0.636,12,5,10,0.3,73,0
M001882,Asia Pacific,2,2,multi_device,3,13.4,15,5,10,0.333,19,8,9,38.6,120,0
M001883,Europe,3,1,web_only,1,20.2,11,6,5,0.545,13,5,5,5.5,45,0
M001884,Latin America,2,1,multi_device,3,7.2,8,3,5,0.375,21,4,3,7.5,68,0
M001885,North America,2,0,multi_device,4,43.6,13,10,3,0.769,17,2,7,3.0,109,0
M001886,Europe,4,0,multi_device,2,24.9,16,7,9,0.438,25,4,12,0.0,108,0
M001887,North America,4,3,multi_device,4,22.6,6,3,3,0.5,28,3,6,29.7,57,0
M001888,North America,2,1,multi_device,4,19.1,13,4,9,0.308,15,2,2,26.9,38,0
M001889,Latin America,2,0,multi_device,4,40.1,7,3,4,0.429,14,3,7,0.0,39,0
M001890,Asia Pacific,2,0,multi_device,2,22.4,8,5,3,0.625,23,3,4,0.0,38,0
M001891,North America,4,1,multi_device,4,26.7,12,7,5,0.583,19,2,8,13.2,27,0
M001892,Europe,5,0,multi_device,4,26.4,20,8,12,0.4,3,4,8,0.4,75,0
M001893,Latin America,1,0,multi_device,2,36.8,13,10,3,0.769,18,0,8,0.0,80,0
M001894,North America,3,2,mobile_only,1,35.0,8,4,4,0.5,17,2,8,10.4,31,0
M001895,Europe,2,1,tv_only,1,55.5,9,8,1,0.889,20,2,13,4.9,34,0
M001896,Latin America,1,1,mobile_only,1,51.2,7,4,3,0.571,25,4,4,3.0,31,0
M001897,Europe,1,0,mobile_only,1,18.9,10,7,3,0.7,5,10,10,1.4,75,0
M001898,North America,2,0,web_only,1,76.9,20,11,9,0.55,23,2,7,6.0,120,0
M001899,North America,2,2,mobile_only,1,34.7,15,6,9,0.4,23,4,8,34.4,47,0
M001900,Latin America,1,2,multi_device,4,87.2,11,8,3,0.727,11,5,5,0.2,120,0
M001901,Europe,3,0,multi_device,3,31.7,7,3,4,0.429,14,2,6,2.2,39,0
M001902,North America,2,0,mobile_only,1,20.2,11,3,8,0.273,20,5,5,0.8,62,0
M001903,Latin America,3,0,tv_only,1,17.2,17,14,3,0.824,7,4,8,0.0,18,0
M001904,North America,2,0,multi_device,2,6.6,8,7,1,0.875,23,6,5,1.0,19,0
M001905,Latin America,1,1,multi_device,4,29.9,17,6,11,0.353,30,3,2,31.9,44,0
M001906,North America,2,3,multi_device,2,31.0,11,7,4,0.636,23,7,5,34.1,12,0
M001907,Asia Pacific,1,0,multi_device,3,25.2,9,4,5,0.444,27,4,7,0.7,52,0
M001908,North America,2,0,multi_device,4,33.0,13,4,9,0.308,21,7,8,0.2,57,0
M001909,North America,1,2,web_only,1,9.1,9,3,6,0.333,21,3,4,47.9,80,0
M001910,North America,2,0,tv_only,1,23.8,12,7,5,0.583,26,3,3,0.0,12,1
M001911,North America,1,3,multi_device,4,11.1,15,11,4,0.733,18,3,8,28.5,59,0
M001912,Asia Pacific,3,1,tv_only,1,33.6,12,9,3,0.75,28,2,4,14.5,15,1
M001913,Asia Pacific,3,3,multi_device,3,28.5,15,12,3,0.8,5,2,6,14.1,93,0
M001914,North America,1,0,multi_device,4,50.9,11,5,6,0.455,2,2,11,0.1,4,1
M001915,Europe,2,0,multi_device,3,20.6,15,8,7,0.533,29,2,5,0.3,26,0
M001916,Latin America,1,0,tv_only,1,50.7,12,6,6,0.5,18,3,2,1.6,19,0
M001917,Asia Pacific,3,0,web_only,1,23.7,11,5,6,0.455,9,3,5,0.0,9,1
M001918,Europe,2,0,multi_device,3,39.7,15,5,10,0.333,3,8,10,0.0,13,1
M001919,North America,2,3,multi_device,3,14.6,14,6,8,0.429,6,5,11,2.9,62,0
M001920,Europe,2,2,tv_only,1,26.4,12,7,5,0.583,7,5,4,50.3,28,0
M001921,Latin America,4,1,multi_device,4,24.6,13,4,9,0.308,15,3,11,13.4,13,0
M001922,North America,2,0,multi_device,3,52.8,12,5,7,0.417,29,3,9,0.5,43,0
M001923,Europe,3,1,multi_device,3,24.5,9,6,3,0.667,4,5,3,5.6,87,0
M001924,North America,2,1,multi_device,3,24.7,9,7,2,0.778,30,5,7,9.8,43,0
M001925,Latin America,4,0,multi_device,4,83.2,20,14,6,0.7,22,7,3,1.5,90,0
M001926,North America,3,2,tv_only,1,43.8,14,11,3,0.786,23,2,3,4.3,58,0
M001927,Europe,2,0,tv_only,1,21.2,8,5,3,0.625,6,7,10,0.5,53,0
M001928,Europe,4,0,multi_device,2,37.2,14,5,9,0.357,4,4,2,0.3,51,0
M001929,Europe,2,0,multi_device,2,46.5,16,4,12,0.25,20,3,9,0.0,104,0
M001930,North America,4,2,tv_only,1,27.9,3,2,1,0.667,19,3,10,7.1,13,1
M001931,Europe,4,1,multi_device,3,42.8,10,4,6,0.4,5,4,6,7.8,34,0
M001932,Europe,1,0,web_only,1,26.4,15,12,3,0.8,12,4,8,0.1,13,1
M001933,Europe,3,0,mobile_only,1,53.0,15,3,12,0.2,27,5,4,0.1,28,0
M001934,Europe,2,0,multi_device,4,5.7,11,9,2,0.818,1,4,4,0.1,55,0
M001935,Europe,2,0,tv_only,1,13.0,14,12,2,0.857,7,4,7,0.9,35,0
M001936,Latin America,2,0,mobile_only,1,19.5,16,12,4,0.75,9,5,3,0.1,105,0
M001937,North America,3,0,web_only,1,42.7,14,11,3,0.786,3,1,3,0.4,15,1
M001938,Latin America,1,0,multi_device,2,32.8,12,6,6,0.5,30,3,7,0.1,54,0
M001939,Europe,1,2,mobile_only,1,15.1,16,6,10,0.375,10,4,6,17.1,38,0
M001940,North America,3,0,web_only,1,28.6,13,4,9,0.308,11,4,5,0.4,39,0
M001941,North America,1,1,tv_only,1,6.0,7,2,5,0.286,24,4,8,8.5,73,0
